dev-category,NAME OF DATA ELEMENT,developer-friendly name,API data type,VARIABLE NAME
earnings,Number of students not working and not enrolled 7 years after entry,7_yrs_after_entry.not_working_not_enrolled,float,COUNT_NWNE_P7
earnings,Number of students not working and not enrolled 8 years after entry,8_yrs_after_entry.not_working_not_enrolled,integer,COUNT_NWNE_P8
earnings,Number of students not working and not enrolled 9 years after entry,9_yrs_after_entry.not_working_not_enrolled,integer,COUNT_NWNE_P9
earnings,Number of students working and not enrolled 10 years after entry,10_yrs_after_entry.working_not_enrolled.overall,integer,COUNT_WNE_P10
earnings,"Number of students working and not enrolled 10 years after entry in the highest income tercile $75,001+ ",10_yrs_after_entry.working_not_enrolled.income.highest_tercile,integer,COUNT_WNE_INC3_P10
earnings,"Number of students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000",10_yrs_after_entry.working_not_enrolled.income.lowest_tercile,integer,COUNT_WNE_INC1_P10
earnings,"Number of students working and not enrolled 10 years after entry in the middle income tercile $30,001-$75,000",10_yrs_after_entry.working_not_enrolled.income.middle_tercile,integer,COUNT_WNE_INC2_P10
earnings,Number of students working and not enrolled 6 years after entry,6_yrs_after_entry.working_not_enrolled.overall,integer,COUNT_WNE_P6
earnings,"Number of students working and not enrolled 6 years after entry in the highest income tercile $75,001+ ",6_yrs_after_entry.working_not_enrolled.income.highest_tercile,integer,COUNT_WNE_INC3_P6
earnings,"Number of students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",6_yrs_after_entry.working_not_enrolled.income.lowest_tercile,integer,COUNT_WNE_INC1_P6
earnings,"Number of students working and not enrolled 6 years after entry in the middle income tercile $30,001-$75,000",6_yrs_after_entry.working_not_enrolled.income.middle_tercile,integer,COUNT_WNE_INC2_P6
earnings,Number of students working and not enrolled 7 years after entry,7_yrs_after_entry.working_not_enrolled,integer,COUNT_WNE_P7
earnings,Number of students working and not enrolled 8 years after entry,8_yrs_after_entry.working_not_enrolled,integer,COUNT_WNE_P8
earnings,Number of students working and not enrolled 9 years after entry,9_yrs_after_entry.working_not_enrolled,integer,COUNT_WNE_P9
earnings,"Share of students earning over $25,000/year (threshold earnings) 10 years after entry",10_yrs_after_entry.percent_greater_than_25000,float,GT_25K_P10
earnings,"Share of students earning over $25,000/year (threshold earnings) 6 years after entry",6_yrs_after_entry.percent_greater_than_25000,float,GT_25K_P6
earnings,"Share of students earning over $25,000/year (threshold earnings) 7 years after entry",7_yrs_after_entry.percent_greater_than_25000,float,GT_25K_P7
earnings,"Share of students earning over $25,000/year (threshold earnings) 8 years after entry",8_yrs_after_entry.percent_greater_than_25000,float,GT_25K_P8
earnings,"Share of students earning over $25,000/year (threshold earnings) 9 years after entry",9_yrs_after_entry.percent_greater_than_25000,float,GT_25K_P9
earnings,"Share of students earning over $28,000/year (threshold earnings) 10 years after entry",10_yrs_after_entry.percent_greater_than_28000,float,GT_28K_P10
earnings,"Share of students earning over $28,000/year (threshold earnings) 6 years after entry",6_yrs_after_entry.percent_greater_than_28000,float,GT_28K_P6
earnings,"Share of students earning over $28,000/year (threshold earnings) 8 years after entry",8_yrs_after_entry.percent_greater_than_28000,float,GT_28K_P8
earnings,Standard deviation of earnings of students working and not enrolled 10 years after entry,10_yrs_after_entry.working_not_enrolled.std_dev,integer,SD_EARN_WNE_P10
earnings,Standard deviation of earnings of students working and not enrolled 6 years after entry,6_yrs_after_entry.working_not_enrolled.std_dev,integer,SD_EARN_WNE_P6
earnings,Standard deviation of earnings of students working and not enrolled 7 years after entry,7_yrs_after_entry.std_dev,float,SD_EARN_WNE_P7
earnings,Standard deviation of earnings of students working and not enrolled 8 years after entry,8_yrs_after_entry.std_deviation,float,SD_EARN_WNE_P8
earnings,Standard deviation of earnings of students working and not enrolled 9 years after entry,9_yrs_after_entry.std_deviation,float,SD_EARN_WNE_P9
repayment,"Five-year repayment rate by family income ($0-30,000)",5_yr_repayment.income.0_30000,float,LO_INC_RPY_5YR_RT
repayment,"Five-year repayment rate by family income ($30,000-75,000)",5_yr_repayment.income.30000_75000,float,MD_INC_RPY_5YR_RT
repayment,"Five-year repayment rate by family income ($75,000+)",5_yr_repayment.income.greater_than_75000,float,HI_INC_RPY_5YR_RT
repayment,Five-year repayment rate for completers,5_yr_repayment.completers_rate,float,COMPL_RPY_5YR_RT
repayment,Five-year repayment rate for dependent students,5_yr_repayment.dependent_students_rate,float,DEP_RPY_5YR_RT
repayment,Five-year repayment rate for females,5_yr_repayment.female_students_rate,float,FEMALE_RPY_5YR_RT
repayment,Five-year repayment rate for first-generation students,5_yr_repayment.first_generation_students_rate,float,FIRSTGEN_RPY_5YR_RT
repayment,Five-year repayment rate for independent students,5_yr_repayment.independent_students_rate,float,IND_RPY_5YR_RT
repayment,Five-year repayment rate for males,5_yr_repayment.male_students_rate,float,MALE_RPY_5YR_RT
repayment,Five-year repayment rate for non-completers,5_yr_repayment.noncompleters_rate,float,NONCOM_RPY_5YR_RT
repayment,Five-year repayment rate for students who are not first-generation,5_yr_repayment.non_first_generation_students_rate,float,NOTFIRSTGEN_RPY_5YR_RT
repayment,Five-year repayment rate for students who never received a Pell grant while at school,5_yr_repayment.no_pell_grant_rate,float,NOPELL_RPY_5YR_RT
repayment,Five-year repayment rate for students who received a Pell grant while at the school,5_yr_repayment.pell_grant_rate,float,PELL_RPY_5YR_RT
repayment,"Fraction of repayment cohort who are not in default, and with loan balances that have declined five years since entering repayment, excluding enrolled and military deferment from calculation. (rolling averages)",repayment_cohort.5_year_declining_balance,float,RPY_5YR_RT
repayment,"Fraction of repayment cohort who are not in default, and with loan balances that have declined one year since entering repayment, excluding enrolled and military deferment from calculation. (Rolling averages)",repayment_cohort.1_year_declining_balance,float,RPY_1YR_RT
repayment,"Fraction of repayment cohort who are not in default, and with loan balances that have declined seven years since entering repayment, excluding enrolled and military deferment from calculation. (rolling averages)",repayment_cohort.7_year_declining_balance,float,RPY_7YR_RT
repayment,"Fraction of repayment cohort who are not in default, and with loan balances that have declined three years since entering repayment, excluding enrolled and military deferment from calculation. (rolling averages)",repayment_cohort.3_year_declining_balance,float,RPY_3YR_RT
repayment,"One-year repayment rate by family income ($0-30,000)",1_yr_repayment.income.0_30000,float,LO_INC_RPY_1YR_RT
repayment,"One-year repayment rate by family income ($30,000-75,000)",1_yr_repayment.income.30000_75000,float,MD_INC_RPY_1YR_RT
repayment,"One-year repayment rate by family income ($75,000+)",1_yr_repayment.income.greater_than_75000,float,HI_INC_RPY_1YR_RT
repayment,One-year repayment rate for completers,1_yr_repayment.completers_rate,float,COMPL_RPY_1YR_RT
repayment,One-year repayment rate for dependent students,1_yr_repayment.dependent_students_rate,float,DEP_RPY_1YR_RT
repayment,One-year repayment rate for females,1_yr_repayment.female_students_rate,float,FEMALE_RPY_1YR_RT
repayment,One-year repayment rate for first-generation students,1_yr_repayment.first_generation_students_rate,float,FIRSTGEN_RPY_1YR_RT
repayment,One-year repayment rate for independent students,1_yr_repayment.independent_students_rate,float,IND_RPY_1YR_RT
repayment,One-year repayment rate for males,1_yr_repayment.male_students_rate,float,MALE_RPY_1YR_RT
repayment,One-year repayment rate for non-completers,1_yr_repayment.noncompleters_rate,float,NONCOM_RPY_1YR_RT
repayment,One-year repayment rate for students who are not first-generation,1_yr_repayment.non_first_generation_students_rate,float,NOTFIRSTGEN_RPY_1YR_RT
repayment,One-year repayment rate for students who never received a Pell grant while at school,1_yr_repayment.no_pell_grant_rate,float,NOPELL_RPY_1YR_RT
repayment,One-year repayment rate for students who received a Pell grant while at the school,1_yr_repayment.pell_grant_rate,float,PELL_RPY_1YR_RT
repayment,"Seven-year repayment rate by family income ($0-30,000)",7_yr_repayment.income.0_30000,float,LO_INC_RPY_7YR_RT
repayment,"Seven-year repayment rate by family income ($30,000-75,000)",7_yr_repayment.income.30000_75000,float,MD_INC_RPY_7YR_RT
repayment,"Seven-year repayment rate by family income ($75,000+)",7_yr_repayment.income.greater_than_75000,float,HI_INC_RPY_7YR_RT
repayment,Seven-year repayment rate for completers,7_yr_repayment.completers_rate,float,COMPL_RPY_7YR_RT
repayment,Seven-year repayment rate for dependent students,7_yr_repayment.dependent_students_rate,float,DEP_RPY_7YR_RT
repayment,Seven-year repayment rate for females,7_yr_repayment.female_students_rate,float,FEMALE_RPY_7YR_RT
repayment,Seven-year repayment rate for first-generation students,7_yr_repayment.first_generation_students_rate,float,FIRSTGEN_RPY_7YR_RT
repayment,Seven-year repayment rate for independent students,7_yr_repayment.independent_students_rate,float,IND_RPY_7YR_RT
repayment,Seven-year repayment rate for males,7_yr_repayment.male_students_rate,float,MALE_RPY_7YR_RT
repayment,Seven-year repayment rate for non-completers,7_yr_repayment.noncompleters_rate,float,NONCOM_RPY_7YR_RT
repayment,Seven-year repayment rate for students who are not first-generation,7_yr_repayment.non_first_generation_students_rate,float,NOTFIRSTGEN_RPY_7YR_RT
repayment,Seven-year repayment rate for students who never received a Pell grant while at school,7_yr_repayment.no_pell_grant_rate,float,NOPELL_RPY_7YR_RT
repayment,Seven-year repayment rate for students who received a Pell grant while at the school,7_yr_repayment.pell_grant_rate,float,PELL_RPY_7YR_RT
repayment,"Three-year repayment rate by family income ($0-30,000)",3_yr_repayment.income.0_30000,float,LO_INC_RPY_3YR_RT
repayment,"Three-year repayment rate by family income ($30,000-75,000)",3_yr_repayment.income.30000_75000,float,MD_INC_RPY_3YR_RT
repayment,"Three-year repayment rate by family income ($75,000+)",3_yr_repayment.income.greater_than_75000,float,HI_INC_RPY_3YR_RT
repayment,Three-year repayment rate for completers,3_yr_repayment.completers_rate,float,COMPL_RPY_3YR_RT
repayment,Three-year repayment rate for dependent students,3_yr_repayment.dependent_students_rate,float,DEP_RPY_3YR_RT
repayment,Three-year repayment rate for females,3_yr_repayment.female_students_rate,float,FEMALE_RPY_3YR_RT
repayment,Three-year repayment rate for first-generation students,3_yr_repayment.first_generation_students_rate,float,FIRSTGEN_RPY_3YR_RT
repayment,Three-year repayment rate for independent students,3_yr_repayment.independent_students_rate,float,IND_RPY_3YR_RT
repayment,Three-year repayment rate for males,3_yr_repayment.male_students_rate,float,MALE_RPY_3YR_RT
repayment,Three-year repayment rate for non-completers,3_yr_repayment.noncompleters_rate,float,NONCOM_RPY_3YR_RT
repayment,Three-year repayment rate for students who are not first-generation,3_yr_repayment.non_first_generation_students_rate,float,NOTFIRSTGEN_RPY_3YR_RT
repayment,Three-year repayment rate for students who never received a Pell grant while at school,3_yr_repayment.no_pell_grant_rate,float,NOPELL_RPY_3YR_RT
repayment,Three-year repayment rate for students who received a Pell grant while at the school,3_yr_repayment.pell_grant_rate,float,PELL_RPY_3YR_RT
root,6-digit OPE ID for institution,ope6_id,string,OPEID6
root,8-digit OPE ID for institution,ope8_id,string,OPEID
root,Latitude,location.lat,float,LATITUDE
root,Longitude,location.lon,float,LONGITUDE
root,Unit ID for institution,id,integer,UNITID
school,Average faculty salary,faculty_salary,integer,AVGFACSAL
school,Carnegie Classification -- basic,carnegie_basic,integer,CCBASIC
school,Carnegie Classification -- size and setting,carnegie_size_setting,integer,CCSIZSET
school,Carnegie Classification -- undergraduate profile,carnegie_undergrad,integer,CCUGPROF
school,City,city,autocomplete,CITY
school,Control of institution,ownership,integer,CONTROL
school,"Control of institution, per PEPS",ownership_peps,integer,SCHTYPE
school,Degree of urbanization of institution,degree_urbanization,integer,LOCALE2
school,FIPS code for state,state_fips,integer,ST_FIPS
school,"Flag for currently operating institution, 0=closed, 1=operating",operating,integer,CURROPER
school,Flag for distance-education-only education,online_only,integer,DISTANCEONLY
school,Flag for main campus,main_campus,integer,MAIN
school,Flag for men-only college,men_only,integer,MENONLY
school,Flag for women-only college,women_only,integer,WOMENONLY
school,Institution name,name,autocomplete,INSTNM
school,Instructional expenditures per full-time equivalent student,instructional_expenditure_per_fte,integer,INEXPFTE
school,Level of institution,institutional_characteristics.level,integer,ICLEVEL
school,Locale of institution,locale,integer,LOCALE
school,Net tuition revenue per full-time equivalent student,tuition_revenue_per_fte,integer,TUITFTE
school,Number of branch campuses,branches,integer,NUMBRANCH
school,Predominant degree awarded (recoded 0s and 4s),degrees_awarded.predominant_recoded,integer,SCH_DEG
school,"Predominant undergraduate degree awarded
 0 Not classified
 1 Predominantly certificate-degree granting
 2 Predominantly associate's-degree granting
 3 Predominantly bachelor's-degree granting
 4 Entirely graduate-degree granting",degrees_awarded.predominant,integer,PREDDEG
school,Proportion of faculty that is full-time,ft_faculty_rate,float,PFTFAC
school,Region (IPEDS),region_id,integer,REGION
school,State postcode,state,string,STABBR
school,URL for institution's homepage,school_url,string,INSTURL
school,ZIP code,zip,string,ZIP
student,"Aided students with family incomes between $110,001+ in nominal dollars",share_highincome.110001plus,float,INC_PCT_H2
student,"Aided students with family incomes between $30,001-$48,000 in nominal dollars",share_middleincome.30001_48000,float,INC_PCT_M1
student,"Aided students with family incomes between $48,001-$75,000 in nominal dollars",share_middleincome.48001_75000,float,INC_PCT_M2
student,"Aided students with family incomes between $75,001-$110,000 in nominal dollars",share_highincome.75001_110000,float,INC_PCT_H1
student,Average age of entry,demographics.age_entry,integer,AGE_ENTRY
student,Average family income for independent students in real 2015 dollars,demographics.avg_family_income_independents,integer,FAMINC_IND
student,Average family income in real 2015 dollars,demographics.avg_family_income,integer,FAMINC
student,Average number of students who sent their FAFSA reports to at least one college,fafsa_sent.overall,integer,FSEND_COUNT
student,Average of the age of entry squared,demographics.age_entry_squared,integer,AGE_ENTRY_SQ
student,Average of the log of family income,demographics.avg_family_income_log,integer,LNFAMINC
student,Average of the log of family income for independent students,demographics.avg_family_income_independents_log,integer,LNFAMINC_IND
student,Enrollment of all undergraduate students,enrollment.all,integer,UG
student,Enrollment of undergraduate certificate/degree-seeking students,size,integer,UGDS
student,Log of the median household income,demographics.median_hh_income_log,integer,LN_MEDIAN_HH_INC
student,Median family income in real 2015 dollars,demographics.median_family_income,integer,MD_FAMINC
student,Median household income,demographics.median_hh_income,integer,MEDIAN_HH_INC
student,"Number of full-time, first-time degree/certificate-seeking undergraduate students (denominator for percent full-time, first-time degree/certificate-seeking undergraduates receiving a pell grant or federal student loan), pooled in rolling averages",ftft_undergrads_with_pell_grant_or_federal_student_loan_pooled,integer,SCUGFFN_POOLED
student,Percent of students over 23 at entry,demographics.over_23_at_entry,float,AGEGE24
student,"Percent of the population from students' zip codes over 25 with a professional degree, via Census data",demographics.share_professional_degree_age25.home_ZIP,float,PCT_GRAD_PROF
student,"Percent of the population from students' zip codes that is Asian, via Census data",demographics.share_asian.home_ZIP,float,PCT_ASIAN
student,"Percent of the population from students' zip codes that is Black, via Census data",demographics.share_black.home_ZIP,float,PCT_BLACK
student,"Percent of the population from students' zip codes that is Hispanic, via Census data",demographics.share_hispanic.home_ZIP,float,PCT_HISPANIC
student,"Percent of the population from students' zip codes that is White, via Census data",demographics.share_white.home_ZIP,float,PCT_WHITE
student,"Percent of the population from students' zip codes that was born in the US, via Census data",demographics.share_born_US.home_ZIP,float,PCT_BORN_US
student,"Percent of the population from students' zip codes with a bachelor's degree over the age 25, via Census data",demographics.share_bachelors_degree_age25.home_ZIP,float,PCT_BA
student,Percentage of undergraduates aged 25 and above,share_25_older,float,UG25ABV
student,"Poverty rate, via Census data",demographics.poverty_rate,float,POVERTY_RATE
student,Share of dependent students,demographics.dependent,float,DEPENDENT
student,Share of female students,demographics.female_share,float,FEMALE
student,Share of first-generation students,demographics.first_generation,float,FIRST_GEN
student,Share of married students,demographics.married,float,MARRIED
student,Share of students who submitted FAFSAs to at least five colleges,fafsa_sent.5_or_more_colleges,float,FSEND_5
student,Share of students who submitted FAFSAs to four colleges,fafsa_sent.4_colleges,float,FSEND_4
student,Share of students who submitted FAFSAs to only one college,fafsa_sent.1_college,float,FSEND_1
student,Share of students who submitted FAFSAs to three colleges,fafsa_sent.3_college,float,FSEND_3
student,Share of students who submitted FAFSAs to two colleges,fafsa_sent.2_colleges,float,FSEND_2
student,"Share of undergraduate, degree-/certificate-seeking students who are part-time",part_time_share,float,PPTUG_EF
student,"Share of undergraduate, degree-/certificate-seeking students who are part-time",part_time_share_2000,float,PPTUG_EF2
student,Share of veteran students,demographics.veteran,float,VETERAN
student,Total share of enrollment of undergraduate degree-seeking students who are American Indian/Alaska Native,demographics.race_ethnicity.aian,float,UGDS_AIAN
student,Total share of enrollment of undergraduate degree-seeking students who are American Indian/Alaska Native,demographics.race_ethnicity.aian_prior_2009,float,UGDS_AIANOLD
student,Total share of enrollment of undergraduate degree-seeking students who are Asian,demographics.race_ethnicity.asian,float,UGDS_ASIAN
student,Total share of enrollment of undergraduate degree-seeking students who are Asian/Pacific Islander,demographics.race_ethnicity.asian_pacific_islander,float,UGDS_API
student,Total share of enrollment of undergraduate degree-seeking students who are black,demographics.race_ethnicity.black,float,UGDS_BLACK
student,Total share of enrollment of undergraduate degree-seeking students who are black non-Hispanic,demographics.race_ethnicity.black_non_hispanic,float,UGDS_BLACKNH
student,Total share of enrollment of undergraduate degree-seeking students who are Hispanic,demographics.race_ethnicity.hispanic,float,UGDS_HISP
student,Total share of enrollment of undergraduate degree-seeking students who are Hispanic,demographics.race_ethnicity.hispanic_prior_2009,float,UGDS_HISPOLD
student,Total share of enrollment of undergraduate degree-seeking students who are Native Hawaiian/Pacific Islander,demographics.race_ethnicity.nhpi,float,UGDS_NHPI
student,Total share of enrollment of undergraduate degree-seeking students who are non-resident aliens,demographics.race_ethnicity.non_resident_alien,float,UGDS_NRA
student,Total share of enrollment of undergraduate degree-seeking students who are two or more races,demographics.race_ethnicity.two_or_more,float,UGDS_2MOR
student,Total share of enrollment of undergraduate degree-seeking students who are white,demographics.race_ethnicity.white,float,UGDS_WHITE
student,Total share of enrollment of undergraduate degree-seeking students who are white non-Hispanic,demographics.race_ethnicity.white_non_hispanic,float,UGDS_WHITENH
student,Total share of enrollment of undergraduate degree-seeking students whose race is unknown,demographics.race_ethnicity.unknown,float,UGDS_UNKN
student,Total share of enrollment of undergraduate students who are American Indian/Alaska Native,demographics.race_ethnicity.aian_2000,float,UG_AIANOLD
student,Total share of enrollment of undergraduate students who are Asian/Pacific Islander,demographics.race_ethnicity.api_2000,float,UG_API
student,Total share of enrollment of undergraduate students who are black non-Hispanic,demographics.race_ethnicity.black_2000,float,UG_BLACKNH
student,Total share of enrollment of undergraduate students who are Hispanic,demographics.race_ethnicity.hispanic_2000,float,UG_HISPOLD
student,Total share of enrollment of undergraduate students who are non-resident aliens,demographics.non_resident_aliens_2000,float,UG_NRA
student,Total share of enrollment of undergraduate students who are white non-Hispanic,demographics.race_ethnicity.white_2000,float,UG_WHITENH
student,Total share of enrollment of undergraduate students whose race is unknown,demographics.race_ethnicity.unknown_2000,float,UG_UNKN
student,"Unemployment rate, via Census data",demographics.unemployment,float,UNEMP_RATE
