,CIP01BACHL,CIP04BACHL,CIP05BACHL,CIP26BACHL,CIP52BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP46BACHL,CIP13BACHL,CIP15BACHL,CIP14BACHL,CIP23BACHL,CIP19BACHL,CIP16BACHL,CIP51BACHL,CIP54BACHL,CIP43BACHL,CIP22BACHL,CIP24BACHL,CIP25BACHL,CIP27BACHL,CIP47BACHL,CIP29BACHL,CIP30BACHL,CIP03BACHL,CIP31BACHL,CIP12BACHL,CIP38BACHL,CIP40BACHL,CIP48BACHL,CIP42BACHL,CIP44BACHL,CIP41BACHL,CIP45BACHL,CIP39BACHL,CIP49BACHL,CIP50BACHL,PRGMOFR,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,SATVR25,SATMT25,SATWR25,ACTCM25,ACTEN25,ACTMT25,ACTWR25,SATVR75,SATMT75,SATWR75,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ADM_RATE,ADM_RATE_ALL,SAT_AVG,SAT_AVG_ALL,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,PCTFLOAN,FTFTPCTFLOAN_POOLED_SUPP,LOAN_EVER,C150_4,C150_4_POOLED,DEP_COMP_ORIG_YR6_RT,WDRAW_ORIG_YR2_RT,COSTT4_A,COSTT4_P,NPT41_OTHER,NPT41_PRIV,NPT41_PROG,NPT41_PUB,NPT4_048_OTHER,NPT4_048_PRIV,NPT4_048_PROG,NPT4_048_PUB,NPT45_OTHER,NPT45_PRIV,NPT45_PROG,NPT45_PUB,NPT42_OTHER,NPT42_PRIV,NPT42_PROG,NPT42_PUB,NPT4_3075_OTHER,NPT4_3075_PRIV,NPT4_3075_PROG,NPT4_3075_PUB,NPT43_OTHER,NPT43_PRIV,NPT43_PROG,NPT43_PUB,NPT4_75UP_OTHER,NPT4_75UP_PRIV,NPT4_75UP_PROG,NPT4_75UP_PUB,NPT44_OTHER,NPT44_PRIV,NPT44_PROG,NPT44_PUB,NPT4_PROG,NPT4_OTHER,NPT4_PRIV,NPT4_PUB,TUITIONFEE_IN,NUM4_OTHER,NUM4_PRIV,NUM4_PROG,NUM4_PUB,NUM41_OTHER,NUM41_PRIV,NUM41_PROG,NUM41_PUB,NUM45_OTHER,NUM45_PRIV,NUM45_PROG,NUM45_PUB,NUM42_OTHER,NUM42_PRIV,NUM42_PROG,NUM42_PUB,NUM43_OTHER,NUM43_PRIV,NUM43_PROG,NUM43_PUB,NUM44_OTHER,NUM44_PRIV,NUM44_PROG,NUM44_PUB,TUITIONFEE_OUT,TUITIONFEE_PROG,CIPTFBSANNUAL1,CIPTFBS1,CIPTFBSANNUAL2,CIPTFBS2,CIPTFBSANNUAL3,CIPTFBS3,CIPTFBSANNUAL4,CIPTFBS4,CIPTFBSANNUAL5,CIPTFBS5,CIPTFBSANNUAL6,CIPTFBS6,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,AVGFACSAL,CCBASIC,CCSIZSET,CCUGPROF,CONTROL,SCHTYPE,LOCALE2,ST_FIPS,CURROPER,DISTANCEONLY,MAIN,MENONLY,WOMENONLY,INEXPFTE,ICLEVEL,LOCALE,TUITFTE,NUMBRANCH,SCH_DEG,PREDDEG,PFTFAC,REGION,INC_PCT_H2,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,AGE_ENTRY,FAMINC_IND,FAMINC,FSEND_COUNT,AGE_ENTRY_SQ,LNFAMINC,LNFAMINC_IND,UG,UGDS,LN_MEDIAN_HH_INC,MD_FAMINC,MEDIAN_HH_INC,SCUGFFN_POOLED,AGEGE24,PCT_GRAD_PROF,PCT_ASIAN,PCT_BLACK,PCT_HISPANIC,PCT_WHITE,PCT_BORN_US,PCT_BA,UG25ABV,POVERTY_RATE,DEPENDENT,FEMALE,FIRST_GEN,MARRIED
2286,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,0.1625,0.0,0.0,0.0149,0.0,0.0459,0.0,0.0,0.0186,0.0,0.0,0.0372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7097,520,530,440,25,24,23,2,620,690,610,30,33,29,12,0.507,0.507,1213,1213,570,610,525,28,29,26,7,0.4214,0.4306,0.9566037736,0.7215,0.6923,0.644483362522,0.093385214008,65249,,,42511,,,,41747,,,,47382,,,,40251,,,,43982,,,,47878,,,,48048,,,,50160,,,,,45559,,51870,,355,,,,92,,,,130,,,,47,,,,45,,,,41,,,51870,,,,,,,,,,,,,,40200,36900,43200,41100,48900,10725,30,14,14,2,2,,36,1,0,1,0,0,17019,1,11,33625,2,3,3,0.1507,2,0.3518867925,0.1349056604,0.1150943396,0.1311320755,20.250943396,20450.397436,96060.064151,,,,,,3591,11.1499996185302,67963.5,75295.69,1679,0.14000000059604,14,5.78999996185302,11.0500001907348,11.5100002288818,75.8199996948242,80.9300003051757,19.8999996185302,0.0529,8.23999977111816,0.9264150943,0.7066037736,0.1925777332,0.0103773585
2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,0.8667,0.8969,,,14648,,,3909,,,,4113,,,,,,,,4806,,,,5616,,,,8250,,,,,,,,,,,,,4385,,7750,,61,,,,44,,,,0,,,,13,,,,4,,,,0,,,7750,,,,,,,,,,,,,,22900,17500,24000,22400,32700,3222,24,7,11,2,2,,36,1,0,1,1,0,2804,1,11,8434,1,3,3,,2,,0.212962963,,,17.944444444,,27017.12963,,,,,,359,10.619999885559,24150,41763.21,119,0,7.51000022888183,15.6800003051757,3.07999992370605,11.119999885559,71.2799987792968,56.8199996948242,11.0200004577636,,24.2399997711181,,,,
2292,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0309,0.0,0.0351,0.0611,0.0091,0.0,0.1663,0.0,0.0,0.0449,0.5221,0.0,0.0,0.0,0.0112,0.0,0.0,0.0007,0.0,0.0,0.0344,0.0,0.0,0.0168,0.0028,0.0,0.0,0.0,0.0323,0.0,0.0049,0.0,0.0,0.0042,0.0,0.0,0.0232,640,690,,29,,,,720,780,,33,,,,0.4299,0.4299,1415,1415,680,735,,31,,,,0.5336,0.5602,0.9682692308,0.862,0.8487,,0.041387024609,70132,,,21259,,,,21055,,,,44553,,,,20731,,,,25372,,,,28821,,,,42384,,,,33990,,,,,36159,,53880,,957,,,,129,,,,507,,,,81,,,,109,,,,131,,,53880,,,,,,,,,,,,,,66700,67800,73400,79400,86000,12554,15,14,14,2,2,,36,1,0,1,0,0,18249,1,13,27840,2,3,3,0.8838,2,0.4538461538,0.0980769231,0.11875,0.1600961538,19.572596154,15945.72549,112386.82308,,,,,,6590,11.1700000762939,96975.5,74851.88,3354,0.05000000074505,12.789999961853,3.58999991416931,5.96000003814697,6.69999980926513,85.8000030517578,88.5500030517578,18.579999923706,0.0123,5.8600001335144,0.9754807692,0.3442307692,0.1374501992,0.0057692308
2293,0,0,0,1,2,1,0,1,0,1,0,0,1,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,,0.0,0.0,0.0,0.0273,0.1935,0.0323,0.0,0.005,0.0,0.1241,0.0,0.0,0.0,0.0,0.0,0.3821,0.005,0.0496,0.0,0.0298,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0199,0.0,0.0298,0.0571,0.0,0.0,0.0,0.0,0.0273,500,510,440,20,16,19,,610,620,570,27,27,26,,0.6461,0.6461,1129,1129,555,565,505,24,22,23,,0.7392,0.7101,0.94,0.6809999999999999,0.6368,0.553097345133,0.10652173913,43338,,,18845,,,,19824,,,,26280,,,,21128,,,,22955,,,,23965,,,,25834,,,,25082,,,,,23721,,31568,,173,,,,28,,,,54,,,,21,,,,38,,,,32,,,31568,,,,,,,,,,,,,,39100,40500,43400,44400,45700,6536,18,11,13,2,2,,36,1,0,1,0,0,10813,1,21,15707,1,3,3,0.9304,2,0.1752941176,0.1635294118,0.2164705882,0.1752941176,26.044705882,44508.265672,63759.668235,,,,,,1329,10.9799995422363,53344.5,60753.22,445,0.34000000357627,9.1899995803833,1.3400000333786,8.52999973297119,3.35999989509582,86.870002746582,94.0100021362304,14.4399995803833,0.2687,7.25,0.6058823529,0.7517647059,0.2720306513,0.1552941176
2294,0,0,0,1,2,1,1,1,0,0,1,2,0,1,1,1,0,1,0,2,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,,0.0,0.0,0.0008,0.0635,0.1038,0.0202,0.0152,0.1472,0.0,0.0,0.1183,0.2297,0.0,0.0057,0.0118,0.0323,0.0,0.0087,0.0,0.0475,0.0,0.0137,0.0,0.0,0.0068,0.0057,0.0008,0.0,0.0008,0.0179,0.0072,0.0148,0.0008,0.0072,0.0087,0.0,0.0,0.1107,590,610,520,27,24,26,,680,720,630,32,32,31,,0.6602,0.6602,1319,1319,635,665,575,30,28,29,,0.6072,0.6732,0.9394995898,0.6748,0.6739,0.571082390953,0.112346625767,54334,,,22845,,,,23027,,,,38245,,,,23359,,,,24413,,,,25198,,,,35552,,,,30349,,,,,30068,,42345,,2001,,,,406,,,,707,,,,223,,,,299,,,,366,,,42345,,,,,,,,,,,,,,50600,52900,58700,58000,67800,10453,16,17,14,2,2,,36,1,0,1,0,0,18970,1,21,22053,1,3,3,0.7117,2,0.3143970468,0.1285890074,0.1441755537,0.1663248564,20.126538146,14949.369637,85809.699344,,,,,,12886,11.0900001525878,69191,69175.72,5350,0.09000000357627,11.6999998092651,2.81999993324279,6.98999977111816,5.28999996185302,86,90.7300033569336,17.3500003814697,0.0525,6.53999996185302,0.9378589007,0.3531583265,0.194684529,0.0100492207
2295,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0,0.0027,0.0996,0.0615,0.0087,0.0,0.0506,0.0,0.0327,0.0076,0.1573,0.0158,0.0,0.024,0.1257,0.0087,0.0,0.0,0.0038,0.0,0.0615,0.0,0.0,0.0093,0.0082,0.0,0.0,0.0082,0.0376,0.0,0.0719,0.0,0.0,0.1247,0.0,0.0,0.08,640,680,,30,30,28,,710,790,,34,35,34,,0.2942,0.2942,1422,1422,675,735,,32,33,31,,0.4267,0.4059,0.9500290529,0.8613,0.857,0.778580024067,0.050213675214,70108,,,16316,,,,16327,,,,43989,,,,16343,,,,18653,,,,20846,,,,39671,,,,29710,,,,,29373,,53909,,691,,,,131,,,,256,,,,94,,,,99,,,,111,,,53909,,,,,,,,,,,,,,49300,54000,60400,68800,74300,12762,15,17,14,2,2,,36,1,0,1,0,0,31380,1,12,22774,1,3,3,0.9336,2,0.3033120279,0.1237652528,0.1441022661,0.1435212086,20.786170831,24465.909091,83523.667054,,,,,,6348,11.1700000762939,62874,76108.65,3011,0.07999999821186,14.75,4.05999994277954,7.15999984741211,6.90000009536743,83.7300033569336,88.2300033569336,20.2600002288818,0.0619,6.26000022888183,0.859384079,0.5490993608,0.1867656153,0.0180127833
2299,0,0,1,1,2,0,0,2,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0026,0.1051,0.1359,0.0,0.0,0.0154,0.0,0.0513,0.0,0.0,0.0103,0.0,0.0,0.2897,0.0026,0.0051,0.0,0.0282,0.0,0.0026,0.0,0.0,0.0359,0.0,0.0,0.0,0.0,0.0103,0.0,0.0795,0.0051,0.0,0.1051,0.0,0.0,0.1154,,,,,,,,,,,,,,,0.9329999999999999,0.9329999999999999,,,,,,,,,,0.7931,0.8546,0.9555273189,0.6241,0.5901,0.65445026178,0.117416829746,43963,,,14759,,,,15707,,,,25894,,,,17266,,,,20380,,,,23827,,,,25249,,,,24657,,,,,20706,,30857,,181,,,,51,,,,34,,,,31,,,,28,,,,37,,,30857,,,,,,,,,,,,,,39400,37900,45600,41000,47100,6340,17,11,13,2,2,,36,1,0,1,0,0,8922,1,13,15483,1,3,3,0.8652,2,0.1842439644,0.1397712834,0.1550190597,0.1321473952,22.447268107,27744.831325,58552.449809,,,,,,1438,10.9700002670288,43377,60191.67,406,0.30000001192092,11.2299995422363,1.66999995708465,6.84000015258789,3.48000001907348,88.3000030517578,93.6900024414062,14.5699996948242,0.16399999999999998,7.63999986648559,0.7890724269,0.7827191868,0.375,0.0559085133
2301,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,,0.0,0.0,0.0,0.0899,0.3243,0.1281,0.0,0.0082,0.0,0.0817,0.0,0.0,0.049,0.0218,0.0027,0.0,0.0218,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0191,0.0082,0.0817,0.0,0.0082,0.0109,0.0,0.0708,0.0,0.0,0.0627,0.0,0.0,0.0082,520,520,445,22,20,20,7,610,630,550,27,26,27,8,0.7284,0.7284,1158,1158,565,575,498,25,23,24,8,0.7959,0.798,0.9577259475,0.6845,0.6858,0.557603686636,0.065162907268,47137,,,11321,,,,13536,,,,27837,,,,16449,,,,17810,,,,18984,,,,26886,,,,24546,,,,,23099,,34331,,402,,,,50,,,,192,,,,38,,,,44,,,,78,,,34331,,,,,,,,,,,,,,37700,39800,43500,48400,52700,6433,19,11,12,2,2,,36,1,0,1,0,0,8048,1,33,14076,1,3,3,0.6545,2,0.3498542274,0.1020408163,0.1457725948,0.1807580175,19.755102041,10767.5625,92308.03207,,,,,,1730,11.0100002288818,79145.5,64352.24,871,0.01999999955296,10.9600000381469,1.72000002861022,6.09999990463257,4.07000017166137,88.5999984741211,92.9300003051757,15.5600004196167,0.0191,7.03999996185302,0.9533527697,0.5218658892,0.186440678,
2302,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,,0.0,0.0,0.0039,0.0674,0.1734,0.1021,0.0,0.025,0.0,0.0597,0.0,0.0,0.027000000000000003,0.0,0.0019,0.2274,0.0096,0.0771,0.0,0.0732,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0019,0.0,0.0655,0.0,0.0,0.0751,0.0,0.0,0.0,,,410,,,,,,,500,,,,,0.7664,0.7664,,,,,455,,,,,0.5051,0.4392,0.7502383222,0.547,0.517,0.472727272727,0.172413793103,31950,,,24730,,,,24970,,,,28666,,,,25677,,,,26497,,,,27447,,,,28709,,,,28762,,,,,26266,,26188,,286,,,,130,,,,41,,,,44,,,,38,,,,33,,,26188,,,,,,,,,,,,,,37700,41400,44300,51700,50300,8965,22,9,11,2,2,,36,1,0,1,0,0,9064,1,11,15976,1,3,3,0.2486,2,0.1334604385,0.1773117255,0.1448999047,0.1039084843,21.477597712,22475.957895,50402.392755,,,,,,2315,10.829999923706,34236,53129.58,938,0.18999999761581,8.85000038146972,8.38000011444091,29.6700000762939,19.5400009155273,47.6100006103515,60.560001373291,13.5500001907348,0.125,17.6000003814697,0.8188751192,0.6444232602,0.4114285714,0.0409914204
2304,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,,0.0,0.0,0.0,0.1289,0.0,0.0703,0.0,0.0098,0.0,0.0,0.0,0.0,0.0586,0.0,0.0176,0.0,0.0332,0.0,0.0,0.0215,0.0,0.043,0.0,0.0,0.0391,0.0156,0.0,0.0,0.0098,0.0527,0.0,0.1035,0.0,0.0,0.377,0.0,0.0,0.0195,590,600,,27,,,,680,675,,30,,,,0.4607,0.4607,1292,1292,635,638,,29,,,,0.5609,0.5548,0.939119171,0.8175,0.8358,,0.089473684211,68281,,,11097,,,,12566,,,,38838,,,,14402,,,,17327,,,,20043,,,,35113,,,,25779,,,,,27494,,54846,,457,,,,65,,,,203,,,,52,,,,56,,,,81,,,54846,,,,,,,,,,,,,,43400,40900,50000,49200,60100,9504,21,11,14,2,2,,36,1,0,1,0,0,18387,1,33,23712,1,3,3,0.7969,2,0.4261658031,0.0971502591,0.121761658,0.1541450777,19.428756477,342.73333333,110157.27202,,,,,,2406,11.0699996948242,84830.5,68738.71,1260,0.00999999977648,13.7399997711181,1.92999994754791,4.05999994277954,4.3600001335144,89.9000015258789,92.0100021362304,18.1900005340576,0.0058,6.80000019073486,0.9805699482,0.5958549223,0.131897712,
2305,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0037,0.0296,0.2019,0.0815,0.0,0.0185,0.0,0.1963,0.0,0.0,0.0148,0.0,0.0037,0.0685,0.0093,0.0963,0.0,0.0278,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0648,0.037000000000000005,0.0,0.0463,0.0,0.0,0.0907,,,,,,,,,,,,,,,0.8739,0.8739,,,,,,,,,,0.7276,0.78,0.9452529453,0.6068,0.5963,0.570379436965,0.106060606061,46940,,,18489,,,,18851,,,,28377,,,,19765,,,,21108,,,,22363,,,,27413,,,,25486,,,,,22209,,32574,,485,,,,179,,,,106,,,,71,,,,76,,,,53,,,32574,,,,,,,,,,,,,,36400,37700,41400,42300,44800,7932,18,13,11,2,2,,36,1,0,1,0,0,10837,1,13,13911,1,3,3,0.5463,2,0.2314622315,0.1476091476,0.1628551629,0.1441441441,20.453915454,18111.450382,67107.801109,,,,,,2469,11.0500001907348,52000,65757.44,1218,0.09000000357627,11.5699996948242,1.75999999046325,5,4.42999982833862,89.8499984741211,92.6399993896484,15.1599998474121,0.0539,6.44999980926513,0.9092169092,0.6957726958,0.2936267071,0.0207900208
2306,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,,0.0,0.0,0.0,0.0813,0.2276,0.0569,0.0,0.0285,0.0,0.1138,0.0,0.0,0.0203,0.0,0.0041,0.061,0.0122,0.1301,0.0,0.0041,0.0,0.0203,0.0,0.0,0.0081,0.0,0.0732,0.0,0.0041,0.0,0.0,0.0976,0.0,0.0,0.0447,0.0,0.0,0.0122,460,450,410,18,,,,560,560,510,25,,,,0.76,0.76,1028,1028,510,505,460,22,,,,0.3774,0.71,0.9026217228,0.5478,0.5453,0.590277777778,0.093023255814,44736,,,12767,,,,14277,,,,27086,,,,18054,,,,20282,,,,22221,,,,26669,,,,25636,,,,,20827,,31950,,166,,,,50,,,,52,,,,20,,,,23,,,,21,,,31950,,,,,,,,,,,,,,36400,38000,44400,46500,50500,9000,20,11,11,2,2,,36,1,0,1,0,0,16079,1,21,25852,1,3,3,0.3716,2,0.3370786517,0.1348314607,0.1142322097,0.1123595506,20.361423221,19490.619048,84881.142322,,,,,,1180,11.3100004196167,61972,86845.1,500,0.05000000074505,13.3599996566772,5.86999988555908,9.93000030517578,14.2299995422363,75.370002746582,78.8499984741211,19.2199993133544,0.0388,7.34000015258789,0.9213483146,0.5187265918,0.3166666667,0.0262172285
2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640,600,,27,27,27,,730,690,,32,32,32,,0.5585,0.5585,1343,1343,685,645,,30,30,30,,0.4425,0.5403,0.9642004773,0.7326,0.7646,,0.114285714286,70266,,,26275,,,,26828,,,,45308,,,,27433,,,,30173,,,,32029,,,,41282,,,,33530,,,,,37322,,55900,,233,,,,23,,,,104,,,,21,,,,31,,,,54,,,55900,,,,,,,,,,,,,,31400,36500,39800,40600,48000,10182,21,11,14,2,2,,36,1,0,1,0,0,21981,1,21,27450,1,3,3,0.3802,2,0.3747016706,0.1121718377,0.1145584726,0.1933174224,19.460620525,,101884.36516,,,,,,1369,11.1800003051757,87665,76763,770,0.23000000417232,17.0699996948242,6.13999986648559,10.1000003814697,11.8999996185302,75.3300018310547,82.1800003051757,22.8899993896484,0.0079,7.3600001335144,,0.7279236277,0.1078431373,
2311,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.005,0.1007,0.3905,0.0,0.0,0.0435,0.0,0.0012,0.0,0.0,0.0323,0.0,0.0087,0.0087,0.0323,0.0,0.0448,0.0,0.0,0.0162,0.0,0.0,0.01,0.0,0.0,0.0,0.005,0.0323,0.0,0.107,0.0299,0.0,0.1169,0.0,0.0,0.0149,,,,,,,,,,,,,,,0.8014,0.8014,,,,,,,,,,0.6843,0.7201,0.947258848,0.7408,0.7619,0.726008344924,0.041018387553,53855,,,19095,,,,20580,,,,33280,,,,22739,,,,23714,,,,24529,,,,31346,,,,26616,,,,,27470,,36975,,589,,,,96,,,,247,,,,66,,,,79,,,,101,,,36975,,,,,,,,,,,,,,46000,47900,54400,58700,62300,8645,20,14,12,2,2,,36,1,0,1,0,0,9845,1,21,14670,1,3,3,0.6361,2,0.3948646773,0.1075641915,0.1561415684,0.1707147814,19.971547536,24447.530303,100045.45732,,,,,,3135,11.1400003433227,84065,72227.51,1540,0.03999999910593,12.5900001525878,2.51999998092651,5.19999980926513,4.90000009536743,88.7099990844726,91.1999969482422,16.7199993133544,0.0326,5.75,0.9541984733,0.5239417071,0.2053896577,0.0138792505
2312,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0257,0.1104,0.1467,0.0,0.0,0.0318,0.0,0.0318,0.0,0.0,0.0787,0.0,0.0287,0.0,0.0303,0.0,0.0,0.0091,0.0,0.0242,0.0,0.0,0.0,0.0393,0.0,0.0,0.0212,0.0666,0.0,0.0741,0.0182,0.0,0.1543,0.0,0.0,0.1089,613,610,560,27,27,25,8,700,700,670,31,34,29,9,0.2693,0.2693,1325,1325,657,655,615,29,31,27,9,0.303,0.3091,0.8907563025,0.8624,0.8664,,,69450,,,9801,,,,11114,,,,47121,,,,14177,,,,14157,,,,14141,,,,42465,,,,26171,,,,,27433,,54420,,248,,,,63,,,,98,,,,27,,,,32,,,,28,,,54420,,,,,,,,,,,,,,41900,41300,52300,47000,57000,9898,21,11,14,2,2,,36,1,0,1,0,0,21528,1,23,34195,1,3,3,0.8149,2,0.4054621849,0.1176470588,0.1092436975,0.1344537815,19.512605042,9944.3846154,116127.51471,,,,,,2598,11.1800003051757,78843.5,78806.42,1375,0.07000000029802,17.25,4.26000022888183,7.42999982833862,8.44999980926513,82.0699996948242,85.6299972534179,21.4300003051757,0.0063,7.17000007629394,0.9726890756,0.6302521008,0.1483146067,
2313,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,,0.0,0.0,0.0,0.0349,0.2838,0.0349,0.0,0.0655,0.0,0.179,0.0,0.0,0.0655,0.0262,0.0,0.0699,0.0131,0.0175,0.0,0.0568,0.0,0.0131,0.0,0.0,0.0,0.0,0.0437,0.0,0.0,0.0131,0.0,0.0306,0.0218,0.0,0.0306,0.0,0.0,0.0,510,510,440,19,20,17,,600,590,540,26,29,27,,0.6977,0.7282,1109,1116,555,550,490,23,25,22,,0.5393,0.5836,0.8610846813,0.6847,0.6985,0.702610669694,0.203624733475,33330,,,12399,,,,13509,,,,20532,,,,18041,,,,18413,,,,18711,,,,20033,,,,18911,,,,,16769,,27830,,128,,,,49,,,,36,,,,12,,,,15,,,,16,,,27830,,,,,,,,,,,,,,41600,48200,47200,54200,53900,8918,19,6,11,2,2,,36,1,0,1,0,0,8333,1,11,18186,2,3,3,1.0,2,0.2464319696,0.1441484301,0.1317792578,0.1365366318,24.009990485,32962.858506,68197.111323,,,,,,937,11.2600002288818,48213.5,81308.04,365,0.27000001072883,9.6899995803833,3.64000010490417,11.2299995422363,11.5900001525878,77.9700012207031,82.2900009155273,13.8999996185302,0.2347,6.90000009536743,0.7007611798,0.686489058,0.3757412399,0.0670789724
2317,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,,0.0,0.0,0.0,0.0731,0.3172,0.0455,0.0,0.011000000000000001,0.0,0.0359,0.0,0.0,0.0152,0.0,0.0014,0.2814,0.0166,0.0,0.0097,0.011000000000000001,0.0,0.0124,0.0,0.0,0.0028,0.0,0.0303,0.0,0.0028,0.0221,0.0,0.051,0.0,0.0,0.0607,0.0,0.0,0.0,540,540,470,22,20,21,,620,630,560,26,26,27,,0.6445,0.6445,1171,1171,580,585,515,24,23,24,,0.7519,0.7962,0.9597222222,0.7284,0.7345,0.70168612192,0.047677261614,46635,,,18716,,,,20078,,,,31124,,,,22919,,,,24771,,,,25484,,,,30154,,,,28284,,,,,27299,,34310,,530,,,,73,,,,218,,,,35,,,,91,,,,113,,,34310,,,,,,,,,,,,,,43400,41400,50000,47700,52500,9390,17,14,15,2,2,,36,1,0,1,0,0,11451,1,21,20828,1,3,3,1.0,2,0.3159722222,0.1097222222,0.1576388889,0.1888888889,21.106944444,24364.409574,87625.636806,,,,,,2728,11.0200004577636,73191.5,63735.93,1202,0.11999999731779,10.7299995422363,1.51999998092651,6.34999990463257,3.13000011444091,89.1100006103515,93.6900024414062,15.8999996185302,0.084,6.80000019073486,0.8694444444,0.6097222222,0.2521994135,0.0319444444
