dev-category,VARIABLE NAME,developer-friendly name,API data type,NAME OF DATA ELEMENT,VALUE,LABEL,SOURCE,NOTES
completion,C150_4_ASIAN,completion_rate_4yr_150_asian,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for Asian students",(blank),(blank),IPEDS,"The proportion of Asian full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort. For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008-09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011-12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008-09, 2009-10, and 2010-11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent."
completion,C150_4_API,completion_rate_4yr_150_api_pre2010,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for Asian/Pacific Islander students",(blank),(blank),IPEDS,Not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map
completion,C150_4_BLACK,completion_rate_4yr_150_black,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for black students",(blank),(blank),IPEDS,"The proportion of Black or African American full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort. For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008-09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011-12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008-09, 2009-10, and 2010-11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent."
completion,C150_4_BLACKNH,completion_rate_4yr_150_black_pre2010,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for black students",(blank),(blank),IPEDS,Not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map
completion,C150_4_HISP,completion_rate_4yr_150_hispanic,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for Hispanic students",(blank),(blank),IPEDS,"The proportion of Hispanic full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort. For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008-09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011-12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008-09, 2009-10, and 2010-11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent."
completion,C150_4_HISPOLD,completion_rate_4yr_150_hispanic_pre2010,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for Hispanic students",(blank),(blank),IPEDS,Not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map
completion,C150_4_NHPI,completion_rate_4yr_150_nhpi,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for Native Hawaiian/Pacific Islander students",(blank),(blank),IPEDS,"The proportion of Native Hawaiian/Pacific Islander full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort. For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008-09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011-12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008-09, 2009-10, and 2010-11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent."
completion,C150_4_NRA,completion_rate_4yr_150_nonresident.alien,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for non-resident alien students",(blank),(blank),IPEDS,"The proportion of non-resident alien full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort. For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008-09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011-12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008-09, 2009-10, and 2010-11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent."
completion,C150_4_2MOR,completion_rate_4yr_150_2ormore,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for students of two-or-more-races",(blank),(blank),IPEDS,"The proportion of full-time, first-time, degree/certificate-seeking undergraduates belonging to two or more races who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort. For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008-09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011-12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008-09, 2009-10, and 2010-11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent."
completion,C150_4_UNKN,completion_rate_4yr_150_race.unknown,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for students whose race is unknown",(blank),(blank),IPEDS,"The proportion of full-time, first-time, degree/certificate-seeking undergraduates whose race is unknown who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort. For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008-09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011-12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008-09, 2009-10, and 2010-11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent."
completion,C150_4_WHITE,completion_rate_4yr_150_white,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for white students",(blank),(blank),IPEDS,"The proportion of White full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate at the institution within 150 percent of normal time, calculated from the IPEDS Graduation Rates component. Separate metrics are calculated for 4-year institutions and less-than-4-year institutions. This metric is calculated as the number of full-time, first-time, degree/certificate-seeking undergraduates who completed a degree or certificate divided by the number of full-time, first-time, degree/certificate-seeking undergraduates in the corresponding completion rate cohort. For full-time, first-time, bachelor's degree-seeking undergraduates, 150 percent of normal time is typically 6 years, and for full-time, first-time, associate's degree-seeking undergraduates it is typically 3 years. For full-time, first-time, certificate-seeking undergraduates, the normal time period varies by the length of the program (for example, 9 months for a certificate with a normal completion time of 6 months). Race/ethnicity categories for completion rates have varied over time. Prior to the 2008-09 academic year, the categories were White non-Hispanic, Black non-Hispanic, Hispanic, Asian/Pacific Islander, American Indian/Alaska Native, Nonresident Alien, and Unknown. Starting in the 2011-12 academic year, the categories were White, Black/African American, Hispanic, Asian, American Indian/Alaska Native, Native Hawaiian/Other Pacific Islander, Two or More Races, Nonresident Alien, and Unknown. In the 2008-09, 2009-10, and 2010-11 academic years, institutions could use either set of categories. Additional information on changes to race/ethnicity categories is available at http://nces.ed.gov/ipeds/reic/resource.asp, and additional information on current categories is available at http://nces.ed.gov/ipeds/reic/definitions.asp. Proportions are expressed as decimals rounded to four decimal places, so, for example, 0.1234 equals 12.34 percent."
completion,C150_4_WHITENH,completion_rate_4yr_150_white_pre2010,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) for white students",(blank),(blank),IPEDS,Not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map
completion,C150_4_POOLED,completion_rate_4yr_150nt_pooled,float,"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion), pooled for two year rolling averages",(blank),(blank),IPEDS,(blank)
completion,C150_L4_AIAN,completion_rate_l4yr_150_aian,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for American Indian/Alaska Native students",(blank),(blank),IPEDS,ibid
completion,C150_L4_AIANOLD,completion_rate_l4yr_150_aian_pre2010,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for American Indian/Alaska Native students",(blank),(blank),IPEDS,Not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map
completion,C150_L4_ASIAN,completion_rate_l4yr_150_asian,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for Asian students",(blank),(blank),IPEDS,ibid
completion,C150_L4_API,completion_rate_l4yr_150_api_pre2010,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for Asian/Pacific Islander students",(blank),(blank),IPEDS,Not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map
completion,C150_L4_BLACKNH,completion_rate_l4yr_150_black_pre2010,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for black non-Hispanic students",(blank),(blank),IPEDS,Not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map
completion,C150_L4_BLACK,completion_rate_l4yr_150_black,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for black students",(blank),(blank),IPEDS,ibid
completion,C150_L4_HISP,completion_rate_l4yr_150_hispanic,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for Hispanic students",(blank),(blank),IPEDS,ibid
completion,C150_L4_HISPOLD,completion_rate_l4yr_150_hispanic_pre2010,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for Hispanic students",(blank),(blank),IPEDS,Not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map
completion,C150_L4_NHPI,completion_rate_l4yr_150_nhpi,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for Native Hawaiian/Pacific Islander students",(blank),(blank),IPEDS,ibid
completion,C150_L4_NRA,completion_rate_l4yr_150_nonresident.alien,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for non-resident alien students",(blank),(blank),IPEDS,ibid
completion,C150_L4_2MOR,completion_rate_l4yr_150_2ormore,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for students of two-or-more-races",(blank),(blank),IPEDS,ibid
completion,C150_L4_UNKN,completion_rate_l4yr_150_race.unknown,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for students whose race is unknown",(blank),(blank),IPEDS,ibid
completion,C150_L4_WHITENH,completion_rate_l4yr_150_white_pre2010,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for white non-Hispanic students",(blank),(blank),IPEDS,Not available in all datafiles due to changing race/ethnicity category definitions over time. See data_cohort_map
completion,C150_L4_WHITE,completion_rate_l4yr_150_white,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) for white students",(blank),(blank),IPEDS,ibid
completion,C200_L4,completion_rate_less_than_4yr_200nt,float,"Completion rate for first-time, full-time students at less-than-four-year institutions (200% of expected time to completion)",(blank),(blank),IPEDS,ibid
completion,DEP_YR4_N,4_yr_completion.dependent_students,integer,Number of dependent students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,DEP_YR6_N,6_yr_completion.dependent_students,integer,Number of dependent students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,FEMALE_YR4_N,4_yr_completion.female_students,integer,Number of female students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,FEMALE_YR6_N,6_yr_completion.female_students,integer,Number of female students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,FIRSTGEN_YR4_N,4_yr_completion.first_generation_students,integer,Number of first-generation students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,FIRSTGEN_YR6_N,6_yr_completion.first_generation_students,integer,Number of first-generation students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,HI_INC_YR4_N,4_yr_completion.high_income,integer,"Number of high-income (above $75,000 in nominal family income) students in overall 4-year completion cohort",(blank),(blank),NSLDS,(blank)
completion,HI_INC_YR6_N,6_yr_completion.high_income,integer,"Number of high-income (above $75,000 in nominal family income) students in overall 6-year completion cohort",(blank),(blank),NSLDS,(blank)
completion,IND_YR4_N,4_yr_completion.independent_students,integer,Number of independent students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,IND_YR6_N,6_yr_completion.independent_students,integer,Number of independent students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,LOAN_YR4_N,4_yr_completion.loan_students,integer,Number of loan students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,LOAN_YR6_N,6_yr_completion.loan_students,integer,Number of loan students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,LO_INC_YR4_N,4_yr_completion.low_income,integer,"Number of low-income (less than $30,000 in nominal family income) students in overall 4-year completion cohort",(blank),(blank),NSLDS,(blank)
completion,LO_INC_YR6_N,6_yr_completion.low_income,integer,"Number of low-income (less than $30,000 in nominal family income) students in overall 6-year completion cohort",(blank),(blank),NSLDS,(blank)
completion,MALE_YR4_N,4_yr_completion.male_students,integer,Number of male students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,MALE_YR6_N,6_yr_completion.male_students,integer,Number of male students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,MD_INC_YR4_N,4_yr_completion.middle_income,integer,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 4-year completion cohort",(blank),(blank),NSLDS,(blank)
completion,MD_INC_YR6_N,6_yr_completion.middle_income,integer,"Number of middle-income (between $30,000 and $75,000 in nominal family income) students in overall 6-year completion cohort",(blank),(blank),NSLDS,(blank)
completion,NOLOAN_YR4_N,4_yr_completion.no_loan_students,integer,Number of no-loan students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,NOLOAN_YR6_N,6_yr_completion.no_loan_students,integer,Number of no-loan students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,NOPELL_YR4_N,4_yr_completion.no_pell_grant,integer,Number of no-Pell students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,NOPELL_YR6_N,6_yr_completion.no_pell_grant,integer,Number of no-Pell students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,NOT1STGEN_YR4_N,4_yr_completion.no_first_generation_students,integer,Number of not-first-generation students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,NOT1STGEN_YR6_N,6_yr_completion.no_first_generation_students,integer,Number of not-first-generation students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,PELL_YR4_N,4_yr_completion.pell_grant,integer,Number of Pell students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,PELL_YR6_N,6_yr_completion.pell_grant,integer,Number of Pell students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,OVERALL_YR4_N,4_yr_completion.overall,integer,Number of students in overall 4-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,OVERALL_YR6_N,6_yr_completion.overall,integer,Number of students in overall 6-year completion cohort,(blank),(blank),NSLDS,(blank)
completion,HI_INC_COMP_ORIG_YR4_RT,title_iv.high_inc.completed_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who completed within 4 years at original institution",(blank),(blank),NSLDS,(blank)
completion,HI_INC_COMP_ORIG_YR6_RT,title_iv.high_inc.completed_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who completed within 6 years at original institution",(blank),(blank),NSLDS,(blank)
completion,HI_INC_DEATH_YR4_RT,title_iv.high_inc.died_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who died within 4 years at original institution",(blank),(blank),NSLDS,(blank)
completion,HI_INC_DEATH_YR6_RT,title_iv.high_inc.died_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who died within 6 years at original institution",(blank),(blank),NSLDS,(blank)
completion,HI_INC_COMP_2YR_TRANS_YR4_RT,title_iv.high_inc.transf_completed_2yr_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_COMP_2YR_TRANS_YR6_RT,title_iv.high_inc.transf_completed_2yr_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 6 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_ENRL_2YR_TRANS_YR4_RT,title_iv.high_inc.transf_still_enrolled_2yr_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_ENRL_2YR_TRANS_YR6_RT,title_iv.high_inc.transf_still_enrolled_2yr_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 6 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_UNKN_2YR_TRANS_YR4_RT,title_iv.high_inc.transf_unknown_2yr_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_UNKN_2YR_TRANS_YR6_RT,title_iv.high_inc.transf_unknown_2yr_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 6 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_WDRAW_2YR_TRANS_YR4_RT,title_iv.high_inc.transf_withdrawn_2yr_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_WDRAW_2YR_TRANS_YR6_RT,title_iv.high_inc.transf_withdrawn_2yr_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 6 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_COMP_4YR_TRANS_YR4_RT,title_iv.high_inc.transf_completed_4yr_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_COMP_4YR_TRANS_YR6_RT,title_iv.high_inc.transf_completed_4yr_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 6 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_ENRL_4YR_TRANS_YR4_RT,title_iv.high_inc.transf_still_enrolled_4yr_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_ENRL_4YR_TRANS_YR6_RT,title_iv.high_inc.transf_still_enrolled_4yr_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 6 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_UNKN_4YR_TRANS_YR4_RT,title_iv.high_inc.transf_unknown_4yr_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_UNKN_4YR_TRANS_YR6_RT,title_iv.high_inc.transf_unknown_4yr_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 6 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_WDRAW_4YR_TRANS_YR4_RT,title_iv.high_inc.transf_withdrawn_4yr_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_WDRAW_4YR_TRANS_YR6_RT,title_iv.high_inc.transf_withdrawn_4yr_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 6 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_ENRL_ORIG_YR4_RT,title_iv.high_inc.still_enrolled_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who were still enrolled at original institution within 4 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_ENRL_ORIG_YR6_RT,title_iv.high_inc.still_enrolled_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students who were still enrolled at original institution within 6 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_UNKN_ORIG_YR4_RT,title_iv.high_inc.unknown_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students with status unknown within 4 years at original institution",(blank),(blank),NSLDS,(blank)
completion,HI_INC_UNKN_ORIG_YR6_RT,title_iv.high_inc.unknown_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students with status unknown within 6 years at original institution",(blank),(blank),NSLDS,(blank)
completion,HI_INC_WDRAW_ORIG_YR4_RT,title_iv.high_inc.withdrawn_by.4yrs,float,"Percent of high-income (above $75,000 in nominal family income) students withdrawn from original institution within 4 years",(blank),(blank),NSLDS,(blank)
completion,HI_INC_WDRAW_ORIG_YR6_RT,title_iv.high_inc.withdrawn_by.6yrs,float,"Percent of high-income (above $75,000 in nominal family income) students withdrawn from original institution within 6 years",(blank),(blank),NSLDS,(blank)
completion,LO_INC_COMP_ORIG_YR4_RT,title_iv.low_inc.completed_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who completed within 4 years at original institution",(blank),(blank),NSLDS,(blank)
completion,LO_INC_COMP_ORIG_YR6_RT,title_iv.low_inc.completed_by.6yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who completed within 6 years at original institution",(blank),(blank),NSLDS,(blank)
completion,LO_INC_DEATH_YR4_RT,title_iv.low_inc.died_by.4yrs,float,"Percent of low-income (less than $30,000 in nominal family income) students who died within 4 years at original institution",(blank),(blank),NSLDS,(blank)
